order_id,customer_id,product_id,quantity,order_date
ORD007040,C03726,P06283,11.0,2022-04-11
ORD009143,C01295,P05835,17.0,2021-08-10
ORD005117,C03765,P06714,2.0,2024-12-15
ORD006837,C10484,P02748,7.0,2024-09-15
ORD008768,C02251,P05430,14.0,2023-10-28
ORD007230,C00042,P03651,17.0,2021-03-05
ORD006663,C08105,P01528,7.0,2024-10-02
ORD004074,C01880,P00023,4.0,2023-12-11
ORD009794,C04906,P03340,9.0,2021-11-26
ORD005019,C08027,P08227,11.0,2021-07-04
ORD000164,C00943,P05483,12.0,2022-04-27
ORD008389,C07298,P07597,10.0,2024-04-19
ORD008610,C04236,P00234,4.0,2024-05-29
ORD001280,C04773,P10739,2.0,2023-07-29
ORD008393,C08463,P08520,4.0,2022-10-13
ORD005772,C06037,P10036,16.0,2022-10-05
ORD004516,C05604,P10499,5.0,2024-04-15
ORD005054,C00198,P06771,7.0,2022-12-15
ORD002854,C07574,P00390,3.0,2022-11-29
ORD009896,C01387,P00177,19.0,2023-02-18
ORD008529,C03811,P02194,16.0,2022-01-03
ORD006338,C01480,P06216,19.0,2024-08-01
ORD005702,C09968,P03651,8.0,2023-01-01
ORD000692,C08296,P02737,14.0,2023-07-18
ORD001099,C09343,P09796,8.0,2021-04-30
ORD010603,C06151,P01801,3.0,2022-12-04
ORD007353,C00239,P04463,4.0,2022-10-04
ORD005557,C07706,P09192,2.0,2021-11-26
ORD000787,C02116,P09935,11.0,2024-08-06
ORD001430,C05694,P03610,3.0,2021-06-30
ORD010370,C10267,P10050,3.0,2023-10-26
ORD005163,C09468,P04814,6.0,2024-09-17
ORD001106,C10706,P05925,13.0,2023-01-22
ORD005133,C07383,P03297,20.0,2022-05-15
ORD000298,C02663,P04026,9.0,2021-06-28
ORD005159,C08873,P10444,9.0,2024-09-02
ORD008584,C05587,P09029,2.0,2021-12-22
ORD000075,C08133,P01621,19.0,2023-08-14
ORD003698,C03375,P03312,10.0,2023-03-20
ORD007035,C04650,P03216,20.0,2024-10-12
ORD008005,C04770,P09097,14.0,2023-06-25
ORD007481,C10025,P08923,6.0,2021-02-23
ORD009090,C08492,P02326,11.0,2022-06-24
ORD000810,C09048,P04597,15.0,2023-07-04
ORD004901,C04467,P08774,4.0,2022-10-11
ORD001279,C02244,P06121,4.0,2023-12-01
ORD000523,C06866,P01412,19.0,2024-09-20
ORD008852,C03932,P04026,17.0,2023-09-21
ORD009523,C06738,P01835,3.0,2021-10-15
ORD000589,C02259,P06298,3.0,2023-12-31
ORD010186,C06996,P02322,16.0,2021-08-08
ORD006049,C04797,P08205,10.0,2023-01-17
ORD009774,C05519,P01853,16.0,2022-11-01
ORD003738,C05384,P04666,1.0,2022-08-20
ORD008585,C08393,P04975,12.0,2023-08-02
ORD009701,C03075,P08811,20.0,2022-10-16
ORD007955,C08073,P07713,16.0,2024-06-18
ORD009731,C01727,P00282,18.0,2021-04-06
ORD009010,C09276,P09880,12.0,2022-01-15
ORD002301,C00348,P02411,6.0,2024-12-11
ORD005635,C03370,P03851,11.0,2022-04-21
ORD009941,C08522,P04604,9.0,2021-08-17
ORD009481,C04900,P03713,17.0,2024-08-20
ORD000730,C07272,P10216,9.0,2024-03-07
ORD007980,C00798,P09969,2.0,2024-01-29
ORD009642,C06237,P04128,20.0,2021-08-29
ORD006827,C07998,P05456,19.0,2022-12-28
ORD009838,C06272,P09428,14.0,2022-07-11
ORD006623,C05630,P04927,5.0,2022-06-23
ORD008428,C05502,P08864,17.0,2022-06-04
ORD000322,C07286,P06974,5.0,2022-04-02
ORD008519,C08439,P01401,20.0,2022-12-09
ORD003877,C03044,P00860,8.0,2023-08-16
ORD001146,C09163,P10527,1.0,2024-10-11
ORD008242,C03219,P05485,7.0,2024-07-15
ORD009949,C03980,P07797,14.0,2021-11-22
ORD006045,C01890,P06571,18.0,2022-05-26
ORD001457,C07108,P05288,20.0,2023-10-13
ORD009478,C09024,P05706,16.0,2021-10-29
ORD000090,C08389,P01820,20.0,2023-08-21
ORD004406,C00847,P02620,15.0,2024-10-03
ORD001262,C06978,P02618,6.0,2022-07-25
ORD000477,C01191,P07434,19.0,2024-04-09
ORD006239,C09519,P09913,5.0,2022-08-01
ORD002288,C09698,P09449,5.0,2024-01-11
ORD002557,C03748,P06442,20.0,2022-08-15
ORD001819,C04711,P09388,8.0,2023-04-14
ORD009726,C08032,P03207,10.0,2023-02-17
ORD006142,C08100,P09959,20.0,2022-04-04
ORD008413,C05044,P02531,17.0,2021-10-04
ORD000485,C00203,P04934,4.0,2022-05-21
ORD000963,C01566,P01571,10.0,2021-11-11
ORD004413,C04576,P05689,6.0,2022-05-18
ORD009128,C01641,P04920,8.0,2023-02-27
ORD003331,C01863,P07824,14.0,2024-03-16
ORD001847,C05803,P03118,15.0,2023-07-31
ORD000340,C04369,P04380,3.0,2023-10-14
ORD009531,C09259,P06497,5.0,2023-11-01
ORD007851,C10551,P09544,12.0,2024-07-02
ORD003493,C07260,P07063,6.0,2022-10-10
ORD007183,C08849,P05390,19.0,2022-04-03
ORD009266,C09035,P01995,19.0,2022-03-18
ORD000524,C02939,P00738,5.0,2024-11-24
ORD004389,C06853,P09478,6.0,2021-06-13
ORD005103,C09234,P00389,5.0,2024-02-27
ORD006786,C04459,P00025,3.0,2021-01-03
ORD006957,C02201,P01851,7.0,2021-12-22
ORD009752,C00666,P03402,7.0,2023-03-04
ORD002800,C08295,P05149,15.0,2023-11-06
ORD000192,C00993,P06920,18.0,2021-02-21
ORD009836,C03776,P03935,8.0,2021-02-20
ORD008274,C00234,P05234,2.0,2021-05-28
ORD002804,C00639,P08009,7.0,2021-04-27
ORD001989,C02000,P04254,15.0,2024-02-28
ORD009746,C00529,P01286,4.0,2024-08-01
ORD004704,C01117,P02216,7.0,2023-10-09
ORD007162,C09514,P03030,16.0,2022-02-09
ORD004889,C08737,P06933,3.0,2022-12-26
ORD004788,C04172,P00918,15.0,2024-09-14
ORD000069,C03320,P02674,2.0,2024-12-02
ORD004320,C10013,P05097,9.0,2021-10-18
ORD003032,C08671,P07582,13.0,2021-03-01
ORD009051,C08591,P09690,9.0,2021-03-23
ORD010439,C04041,P02338,4.0,2023-02-02
ORD007123,C04392,P03049,8.0,2023-05-27
ORD005070,C05487,P03275,3.0,2024-12-25
ORD001915,C03611,P05097,18.0,2024-03-17
ORD009269,C09707,P09433,8.0,2024-02-19
ORD004520,C08803,P08510,16.0,2023-12-20
ORD006056,C00081,P03147,9.0,2021-01-16
ORD003913,C09882,P01336,17.0,2022-07-02
ORD007805,C04882,P02235,5.0,2022-06-20
ORD001958,C10088,P08083,5.0,2022-06-05
ORD007206,C05437,P10496,3.0,2024-12-16
ORD000514,C07056,P09370,11.0,2023-09-11
ORD006715,C02990,P06447,10.0,2024-07-29
ORD000556,C00345,P07288,18.0,2024-01-12
ORD006331,C02326,P03411,2.0,2023-09-07
ORD004794,C06589,P07615,15.0,2023-05-03
ORD009599,C04760,P05140,11.0,2022-04-27
ORD006551,C00760,P02110,7.0,2021-01-17
ORD000057,C08237,P02929,3.0,2023-12-18
ORD009507,C06596,P10025,20.0,2024-11-01
ORD000373,C06749,P07019,2.0,2022-11-23
ORD009671,C00780,P08383,3.0,2023-11-18
ORD006490,C00917,P00834,1.0,2023-06-15
ORD008769,C07478,P00046,10.0,2021-12-06
ORD006567,C03298,P03112,2.0,2024-03-01
ORD005524,C00008,P04010,8.0,2021-06-11
ORD001422,C00829,P10185,8.0,2021-04-12
ORD005820,C06685,P09164,9.0,2024-10-31
ORD003062,C07623,P07172,1.0,2021-01-22
ORD002707,C00531,P08410,4.0,2024-06-20
ORD004523,C04901,P04520,5.0,2021-12-08
ORD002937,C03906,P07514,20.0,2022-04-16
ORD010278,C07617,P03226,4.0,2023-05-20
ORD002816,C02265,P06433,11.0,2022-02-05
ORD003760,C04509,P00986,6.0,2024-10-30
ORD003480,C01675,P04206,2.0,2024-02-05
ORD008939,C05230,P05561,7.0,2022-09-25
ORD004378,C03792,P08269,3.0,2021-09-09
ORD007065,C08058,P06062,9.0,2024-10-22
ORD001836,C06075,P07205,14.0,2021-07-01
ORD008792,C07099,P09673,12.0,2022-04-02
ORD008973,C03919,P09595,16.0,2024-08-09
ORD005959,C06724,P10700,6.0,2021-10-21
ORD006274,C04173,P09375,16.0,2022-02-26
ORD000194,C03540,P01318,13.0,2022-02-02
ORD005908,C02032,P03119,12.0,2022-01-27
ORD007617,C09672,P07658,13.0,2024-08-19
ORD010163,C01276,P02191,9.0,2023-03-02
ORD010378,C05821,P10425,18.0,2021-06-09
ORD000825,C02473,P03897,19.0,2023-03-29
ORD005099,C05768,P07217,14.0,2022-12-11
ORD001592,C09747,P10138,3.0,2023-02-04
ORD007044,C04841,P05524,7.0,2021-05-12
ORD006872,C05673,P08292,7.0,2022-01-06
ORD003850,C07419,P07083,13.0,2022-05-24
ORD002898,C08443,P00174,7.0,2021-06-02
ORD005975,C02687,P01864,10.0,2021-03-27
ORD004248,C07476,P03660,9.0,2021-08-21
ORD004155,C04648,P07569,5.0,2022-12-07
ORD002964,C02422,P10759,14.0,2022-06-27
ORD001766,C02912,P08395,7.0,2022-07-08
ORD005398,C09461,P09544,3.0,2024-07-03
ORD006254,C04056,P01993,19.0,2023-07-29
ORD002957,C06952,P08384,20.0,2024-02-09
ORD005321,C03449,P09767,19.0,2024-04-27
ORD000461,C08213,P01297,18.0,2023-06-20
ORD_BAD0025,C04238,P08896,-5.0,2023-07-15
ORD005287,C00392,P06823,13.0,2024-07-07
ORD008690,C08963,P02489,4.0,2024-07-05
ORD006449,C08797,P00098,1.0,2023-07-09
ORD001960,C02372,P09996,12.0,2021-06-30
ORD006499,C00088,P04664,10.0,2023-08-16
ORD000235,C03173,P04024,7.0,2021-11-29
ORD009404,C00175,P03595,20.0,2024-01-22
ORD000643,C04921,P06630,19.0,2022-03-16
ORD004818,C07454,P04071,19.0,2024-02-16
ORD001971,C05415,P07138,13.0,2024-11-09
ORD004961,C06808,P07955,14.0,2023-10-19
ORD002952,C02993,P04235,12.0,2022-05-14
ORD006874,C00621,P01356,1.0,2021-10-07
ORD000167,C03278,P09466,14.0,2021-06-21
ORD005121,C03518,P09021,18.0,2021-07-25
ORD001159,C00795,P06366,11.0,2023-05-11
ORD000183,C02583,P10106,18.0,2023-02-01
ORD009990,C08618,P09979,8.0,2022-05-21
ORD002539,C10380,P01697,10.0,2021-01-20
ORD007925,C00586,P06438,4.0,2024-08-18
ORD004857,C09138,P02811,9.0,2022-10-27
ORD009201,C05752,P01998,16.0,2022-05-02
ORD008260,C04279,P03099,20.0,2022-06-18
ORD003164,C04887,P03531,1.0,2023-04-12
ORD005177,C03913,P02640,19.0,2024-09-22
ORD001601,C10627,P00779,9.0,2021-01-18
ORD000542,C05675,P08923,3.0,2021-07-15
ORD004190,C09776,P06730,16.0,2022-09-25
ORD002438,C00724,P01289,10.0,2023-05-06
ORD003031,C05537,P03050,16.0,2021-10-22
ORD002698,C07733,P02192,1.0,2021-05-12
ORD005298,C00499,P06974,14.0,2023-06-30
ORD007559,C04971,P06569,20.0,2023-04-02
ORD000488,C01568,P05364,7.0,2024-05-20
ORD004509,C03780,P09450,3.0,2021-07-22
ORD008961,C08855,P03449,3.0,2021-07-04
ORD007708,C08594,P01691,7.0,2022-05-20
ORD008016,C01587,P06636,1.0,2024-05-08
ORD005337,C07937,P04120,1.0,2021-03-02
ORD005801,C00118,P08108,11.0,2024-12-28
ORD004591,C07147,P05810,11.0,2022-06-11
ORD003991,C02987,P07376,4.0,2024-04-04
ORD001764,C02078,P04595,5.0,2022-08-26
ORD009646,C10044,P01567,9.0,2023-06-11
ORD005369,C04161,P10149,20.0,2023-09-29
ORD004321,C06769,P01398,18.0,2022-07-18
ORD010015,C01637,P08939,12.0,2024-02-11
ORD003569,C07846,P01585,4.0,2024-10-31
ORD007598,C04284,P01588,20.0,2024-06-19
ORD005132,C00557,P05205,9.0,2023-03-12
ORD004263,C09158,P10760,9.0,2022-01-16
ORD003720,C07708,P00991,16.0,2021-06-24
ORD009635,C01415,P08291,2.0,2024-05-08
ORD009181,C04715,P05569,12.0,2024-11-18
ORD001341,C04626,P02609,13.0,2023-03-31
ORD002827,C04121,P01207,7.0,2023-05-07
ORD007145,C06629,P06120,14.0,2021-01-21
ORD005655,C06222,P08022,7.0,2022-10-18
ORD003706,C10294,P08016,14.0,2021-04-02
ORD005420,C05271,P04520,15.0,2023-01-21
ORD008572,C05146,P03396,11.0,2021-06-29
ORD000958,C03215,P00201,13.0,2021-03-10
ORD000218,C08948,P07125,10.0,2021-01-06
ORD009639,C07078,P03882,10.0,2024-01-26
ORD006788,C07432,P06202,10.0,2023-08-04
ORD002736,C05430,P06103,6.0,2024-11-30
ORD005937,C06625,P10636,14.0,2023-06-19
ORD010059,C07783,P01090,15.0,2024-12-23
ORD009859,C07179,P07473,11.0,2024-01-31
ORD001565,C09959,P03970,13.0,2022-09-02
ORD006504,C07463,P06971,9.0,2023-01-25
ORD000305,C03182,P03033,3.0,2023-09-05
ORD007999,C08089,P05555,7.0,2021-08-04
ORD010569,C01734,P05688,2.0,2023-02-17
ORD004502,C02014,P03468,5.0,2024-09-17
ORD007543,C10113,P06670,10.0,2023-10-21
ORD008817,C05482,P01980,20.0,2021-04-09
ORD006152,C06111,P00727,6.0,2022-06-17
ORD008420,C06872,P00772,20.0,2023-04-23
ORD009869,C08151,P10394,1.0,2022-01-24
ORD006288,C06889,P07332,11.0,2024-03-23
ORD010587,C07235,P08864,14.0,2024-07-11
ORD008155,C06507,P10115,18.0,2023-12-07
ORD009358,C07830,P00881,10.0,2022-10-12
ORD008123,C04889,P10296,6.0,2022-01-07
ORD006668,C10590,P05024,14.0,2022-11-25
ORD004396,C01119,P05918,12.0,2023-09-03
ORD006628,C10091,P04446,2.0,2023-06-07
ORD009686,C09625,P07117,10.0,2021-10-25
ORD001864,C10344,P00221,2.0,2022-06-17
ORD005073,C00492,P03426,13.0,2023-05-19
ORD004202,C07261,P05246,5.0,2021-09-03
ORD002845,C06717,P03141,19.0,2024-05-15
ORD000812,C10275,P07294,14.0,2023-10-14
ORD005853,C10221,P03965,11.0,2023-06-15
ORD006797,C07951,P10428,1.0,2023-05-07
ORD009111,C09973,P07114,10.0,2024-06-03
ORD006432,C01062,P05381,4.0,2022-04-11
ORD004978,C06317,P07210,10.0,2021-08-06
ORD003040,C02115,P07421,16.0,2024-08-12
ORD006303,C10724,P07757,13.0,2024-10-10
ORD007960,C09989,P03656,12.0,2021-06-20
ORD003599,C08802,P02704,16.0,2024-02-12
ORD001975,C08064,P08698,17.0,2023-11-12
ORD008195,C08448,P03776,14.0,2023-10-23
ORD000993,C02910,P06286,13.0,2023-01-30
ORD005183,C05337,P01921,8.0,2022-04-03
ORD000590,C04935,P00270,5.0,2023-02-05
ORD004730,C01861,P07622,2.0,2024-11-14
ORD003147,C10700,P07525,5.0,2022-04-09
ORD003827,C01502,P00492,17.0,2023-05-05
ORD010341,C09210,P03891,1.0,2024-04-13
ORD006535,C06013,P06763,7.0,2023-04-23
ORD009294,C01524,P03199,10.0,2021-09-06
ORD006848,C09910,P03650,20.0,2022-06-07
ORD008391,C06143,P02055,15.0,2022-04-27
ORD007111,C03579,P02743,9.0,2022-04-13
ORD003445,C03343,P02670,18.0,2023-01-19
ORD010645,C08173,P04740,19.0,2022-07-11
ORD009593,C04442,P07008,14.0,2021-07-09
ORD004127,C05964,P10228,10.0,2024-01-19
ORD003924,C02293,P01782,13.0,2024-01-31
ORD007042,C01449,P04138,10.0,2021-10-20
ORD004305,C07685,P04850,1.0,2024-11-11
ORD008684,C04173,P04309,19.0,2021-03-26
ORD009626,C08120,P04988,1.0,2023-12-17
ORD007077,C05827,P06266,6.0,2022-11-09
ORD006686,C00882,P04833,16.0,2023-07-20
ORD010316,C04197,P06360,18.0,2024-07-31
ORD006121,C02460,P01930,15.0,2024-04-08
ORD008287,C02117,P01986,11.0,2021-10-26
ORD008958,C10216,P05898,6.0,2021-03-18
ORD007513,C07527,P07279,13.0,2024-01-08
ORD006661,C00752,P07331,2.0,2024-07-08
ORD010490,C09954,P02767,10.0,2024-03-21
ORD007019,C06412,P05943,1.0,2021-02-06
ORD010590,C05567,P10173,20.0,2022-10-26
ORD003625,C07998,P05999,19.0,2022-03-06
ORD002120,C03873,P09006,19.0,2023-05-19
ORD004492,C08184,P05040,3.0,2022-07-16
ORD007440,C10633,P01180,13.0,2024-06-20
ORD008871,C10472,P01489,16.0,2022-04-03
ORD002690,C00526,P08326,5.0,2024-03-29
ORD004831,C08654,P09120,14.0,2022-01-08
ORD002362,C00542,P03618,14.0,2024-05-12
ORD006964,C08399,P04284,6.0,2021-08-29
ORD000295,C07328,P02820,18.0,2023-04-23
ORD001982,C07897,P09653,9.0,2024-09-24
ORD007896,C01789,P02216,10.0,2022-08-17
ORD007244,C08544,P06194,7.0,2024-07-23
ORD000226,C03690,P02841,6.0,2022-12-15
ORD000577,C02604,P02405,1.0,2022-10-05
ORD002455,C03165,P07506,7.0,2022-12-22
ORD003739,C04298,P10162,5.0,2023-09-09
ORD009795,C03086,P01636,9.0,2024-03-07
ORD007830,C07712,P07381,15.0,2022-02-05
ORD005316,C00751,P02759,16.0,2022-05-29
ORD001815,C00913,P03944,18.0,2022-10-25
ORD005808,C00745,P06697,20.0,2023-05-01
ORD001129,C00487,P05152,7.0,2022-10-15
ORD005066,C08436,P02479,1.0,2022-05-13
ORD006014,C03041,P00117,14.0,2021-12-07
ORD001763,C00267,P10177,8.0,2022-09-18
ORD000752,C08756,P06977,1.0,2023-11-16
ORD002594,C03514,P06323,4.0,2024-06-10
ORD003294,C09601,P04448,16.0,2023-09-04
ORD004637,C03012,P04703,13.0,2022-12-26
ORD007890,C08996,P07595,2.0,2023-06-10
ORD007917,C00345,P09287,12.0,2021-09-04
ORD002929,C10715,P05469,8.0,2024-05-12
ORD007885,C05492,P06739,18.0,2022-05-22
ORD002003,C07157,P08356,17.0,2022-12-04
ORD007911,C05971,P08556,17.0,2023-07-23
ORD008581,C06721,P08922,19.0,2021-10-16
ORD009851,C03395,P06569,10.0,2023-05-08
ORD006041,C02106,P08127,20.0,2024-06-19
ORD004110,C06115,P07757,18.0,2021-12-16
ORD009054,C07939,P00459,20.0,2023-07-31
ORD002394,C04542,P05235,7.0,2024-10-07
ORD008249,C05838,P01594,13.0,2024-03-13
ORD006019,C01549,P04798,2.0,2024-01-31
ORD002482,C04303,P00944,5.0,2023-02-07
ORD002388,C04073,P02048,13.0,2024-06-22
ORD007544,C04939,P02138,20.0,2024-08-04
ORD003181,C07193,P05966,17.0,2022-09-30
ORD009595,C04138,P01811,15.0,2021-07-10
ORD008213,C09762,P00671,4.0,2023-01-26
ORD004913,C04682,P01701,17.0,2021-02-17
ORD001986,C08537,P09616,11.0,2022-05-19
ORD004131,C01668,P06822,10.0,2022-07-14
ORD001177,C09837,P01770,11.0,2023-12-31
ORD007614,C00166,P07444,3.0,2021-05-06
ORD004924,C09025,P04759,14.0,2023-07-27
ORD008849,C01336,P10314,15.0,2021-01-26
ORD006176,C05131,P05056,1.0,2023-06-20
ORD009087,C05354,P04149,10.0,2024-05-03
ORD010136,C04254,P10274,3.0,2022-07-15
ORD008797,C00724,P01078,18.0,2021-07-03
ORD002072,C00308,P05926,11.0,2022-09-13
ORD000008,C02895,P10348,11.0,2022-12-10
ORD003664,C01030,P00573,17.0,2022-12-04
ORD003895,C00694,P01007,10.0,2021-11-06
ORD009167,C01783,P04361,6.0,2023-06-04
ORD000378,C03457,P00365,13.0,2023-08-23
ORD007175,C08371,P08080,10.0,2024-05-09
ORD010032,C00464,P03894,7.0,2022-12-13
ORD008329,C05499,P08039,17.0,2021-08-16
ORD006177,C08000,P00250,1.0,2022-10-20
ORD000429,C08838,P00516,17.0,2024-08-04
ORD007647,C07754,P10262,6.0,2023-11-18
ORD000174,C09613,P00453,8.0,2023-12-16
ORD006597,C06923,P06800,10.0,2021-04-25
ORD007191,C06789,P01625,3.0,2022-11-29
ORD004840,C01328,P10352,18.0,2023-12-25
ORD000129,C09041,P05521,11.0,2021-08-16
ORD003085,C09340,P06077,12.0,2021-02-22
ORD003141,C03919,P03375,6.0,2021-02-16
ORD007174,C07456,P06614,1.0,2021-11-13
ORD006362,C04554,P10726,10.0,2024-10-15
ORD010502,C04079,P03434,12.0,2022-02-27
ORD003458,C06363,P09698,12.0,2021-05-31
ORD009064,C00027,P09739,15.0,2021-04-23
ORD007609,C00222,P00114,8.0,2021-01-01
ORD008356,C04620,P02333,5.0,2024-12-03
ORD007797,C00610,P07039,19.0,2023-08-20
ORD006289,C01914,P00429,12.0,2024-08-29
ORD006839,C10465,P03864,16.0,2024-01-09
ORD006784,C07523,P06168,1.0,2021-07-08
ORD009000,C02722,P02340,10.0,2021-12-16
ORD002625,C01154,P09592,15.0,2022-01-30
ORD002893,C06571,P01167,13.0,2022-06-11
ORD006528,C03488,P03544,5.0,2023-08-27
ORD002776,C09739,P02075,15.0,2021-08-04
ORD005968,C00290,P06467,5.0,2024-12-23
ORD007139,C06628,P06594,8.0,2023-08-28
ORD005745,C05736,P08585,15.0,2022-09-06
ORD010206,C08320,P05800,3.0,2022-03-07
ORD010411,C04029,P10564,18.0,2023-01-24
ORD004454,C01795,P07065,9.0,2022-12-31
ORD005485,C02829,P07444,7.0,2022-07-02
ORD010405,C08594,P02181,7.0,2024-09-04
ORD004065,C09448,P01646,14.0,2024-01-03
ORD000757,C08400,P10535,14.0,2021-05-05
ORD008631,C08386,P06420,19.0,2021-10-31
ORD006986,C06504,P10441,6.0,2021-11-16
ORD006363,C08373,P04032,15.0,2021-10-22
ORD005040,C03248,P01398,19.0,2023-05-21
ORD002353,C04428,P08749,1.0,2024-08-05
ORD010516,C04667,P10549,15.0,2022-04-18
ORD003366,C05250,P04686,14.0,2023-01-12
ORD006724,C06631,P02938,9.0,2024-09-07
ORD007101,C05800,P07947,10.0,2022-09-20
ORD008783,C08071,P06194,8.0,2022-10-26
ORD003787,C09084,P04616,19.0,2021-08-24
ORD006159,C03395,P09581,4.0,2022-05-25
ORD000465,C07402,P08166,8.0,2023-11-27
ORD_BAD0034,C05962,P08535,,2023-08-20
ORD004754,C00258,P02796,6.0,2021-03-25
ORD010065,C01441,P10429,9.0,2021-07-17
ORD001675,C10751,P04130,19.0,2023-09-05
ORD008706,C02570,P03794,17.0,2024-12-09
ORD010463,C05195,P10674,1.0,2021-05-12
ORD010284,C10416,P05144,14.0,2022-09-06
ORD009816,C06557,P08650,11.0,2024-07-05
ORD008906,C00408,P04097,8.0,2021-06-18
ORD005217,C00846,P04074,10.0,2022-12-06
ORD002997,C00463,P10769,14.0,2022-11-18
ORD004767,C10733,P03723,1.0,2024-08-25
ORD010029,C09662,P03044,14.0,2022-01-09
ORD009789,C00902,P02358,15.0,2022-11-08
ORD005966,C00544,P01268,11.0,2023-09-11
ORD000291,C06420,P02766,18.0,2021-11-22
ORD001001,C04437,P06453,14.0,2022-10-13
ORD009227,C03367,P01628,3.0,2021-06-28
ORD007333,C06719,P02128,10.0,2024-11-03
ORD009632,C09663,P09368,2.0,2023-02-28
ORD009675,C03004,P02726,7.0,2023-10-14
ORD010004,C04196,P00914,11.0,2023-01-28
ORD002564,C00594,P01331,1.0,2023-12-30
ORD006157,C04085,P08581,11.0,2024-12-12
ORD008367,C03931,P09551,2.0,2022-02-08
ORD009139,C03307,P03814,15.0,2024-08-01
ORD005290,C01248,P07055,12.0,2021-04-25
ORD008511,C07366,P02893,16.0,2024-03-10
ORD002292,C09297,P05936,14.0,2021-12-22
ORD001650,C06818,P01586,10.0,2021-12-23
ORD002343,C09423,P07698,15.0,2022-04-28
ORD007067,C07359,P10061,2.0,2022-12-20
ORD001173,C02853,P03484,10.0,2023-11-16
ORD001456,C07809,P07869,15.0,2021-11-08
ORD006960,C09623,P01244,17.0,2021-04-23
ORD009230,C02051,P01629,17.0,2021-03-26
ORD007159,C10522,P08596,8.0,2022-07-22
ORD001334,C05454,P08787,7.0,2023-02-07
ORD001622,C00757,P00701,1.0,2022-12-26
ORD007195,C08049,P00613,3.0,2022-07-22
ORD000350,C00199,P00053,20.0,2022-11-26
ORD002389,C08073,P09809,5.0,2024-12-15
ORD002985,C00070,P01894,20.0,2021-10-06
ORD009660,C07652,P02865,20.0,2023-03-19
ORD003650,C00739,P02970,7.0,2023-07-28
ORD003097,C04848,P05238,5.0,2021-05-03
ORD003106,C00362,P09436,9.0,2021-07-04
ORD002694,C07729,P08548,17.0,2022-02-20
ORD000515,C02506,P10677,10.0,2021-01-14
ORD002023,C01829,P10017,13.0,2023-06-22
ORD009800,C09037,P00730,9.0,2021-04-08
ORD007480,C04335,P03474,1.0,2022-06-25
ORD004802,C05735,P03769,10.0,2023-07-15
ORD009771,C01929,P02840,8.0,2024-09-12
ORD004312,C04061,P06587,19.0,2022-02-22
ORD_BAD0008,C06539,P07718,0.0,2023-06-01
ORD003447,C06924,P01372,5.0,2024-04-25
ORD000676,C09030,P03624,4.0,2021-03-02
ORD006486,C04395,P00301,20.0,2023-06-19
ORD006114,C09935,P09923,6.0,2022-08-13
ORD009706,C04437,P10202,15.0,2023-07-28
ORD007456,C08041,P02299,7.0,2021-09-25
ORD006682,C04576,P04832,10.0,2022-04-11
ORD000929,C04192,P09001,13.0,2023-09-13
ORD003013,C03796,P05795,14.0,2022-10-30
ORD010237,C01138,P01690,8.0,2021-08-14
ORD005850,C10260,P07825,1.0,2023-04-12
ORD004504,C04237,P05753,14.0,2023-07-18
ORD005706,C06717,P04921,16.0,2021-11-17
ORD004177,C09279,P04630,19.0,2024-06-02
ORD010383,C05084,P06985,18.0,2024-03-20
ORD001567,C02879,P03892,4.0,2022-05-20
ORD008079,C09177,P08535,4.0,2022-09-16
ORD005762,C05304,P09654,1.0,2022-10-17
ORD003388,C10764,P05993,18.0,2021-08-09
ORD000064,C04050,P00481,4.0,2024-12-21
ORD003208,C09847,P06778,5.0,2021-11-08
ORD003619,C04228,P02735,3.0,2024-06-29
ORD000903,C06781,P07136,3.0,2021-01-04
ORD008304,C08279,P00371,16.0,2022-06-25
ORD010073,C06030,P00410,4.0,2022-04-08
ORD007580,C05782,P05103,14.0,2021-08-07
ORD003310,C05869,P03440,13.0,2023-04-16
ORD000206,C09890,P03588,20.0,2022-04-06
ORD009140,C06500,P01200,20.0,2021-06-09
ORD000425,C00760,P01875,16.0,2021-04-22
ORD005039,C09357,P08315,20.0,2023-04-17
ORD006979,C00399,P04288,4.0,2023-02-20
ORD008502,C00363,P07887,19.0,2023-01-27
ORD002638,C01177,P08689,18.0,2021-10-06
ORD002593,C06304,P10265,13.0,2022-12-14
ORD007167,C05961,P05659,7.0,2024-09-11
ORD009489,C07992,P06140,9.0,2022-04-08
ORD007154,C04292,P09241,7.0,2024-11-13
ORD000813,C05144,P05143,7.0,2024-04-30
ORD002375,C05293,P10101,14.0,2024-11-02
ORD010040,C02143,P02030,1.0,2021-05-13
ORD008154,C01971,P06951,6.0,2022-09-29
ORD006185,C07885,P09693,18.0,2021-12-06
ORD001222,C07396,P08175,14.0,2023-05-12
ORD001849,C06379,P07631,14.0,2024-02-16
ORD007227,C08955,P01174,13.0,2021-08-11
ORD000311,C07597,P01535,3.0,2024-04-27
ORD007379,C06928,P10593,1.0,2023-10-14
ORD010185,C05172,P08364,9.0,2022-11-17
ORD007051,C02278,P09724,9.0,2022-02-21
ORD001784,C00735,P04238,15.0,2021-09-13
ORD008487,C04771,P02288,5.0,2021-09-25
ORD002456,C06881,P04633,1.0,2023-08-13
ORD005014,C09625,P10127,5.0,2024-11-04
ORD000673,C05605,P02079,13.0,2021-04-28
ORD010390,C03674,P03651,17.0,2021-09-26
