product_id,product_name,category,price
P08267,Levi's 501 Jeans,Apparel,38823.82
P09324,Sunglasses (Ray-Ban),Fashion,49074.33
P05576,Blender (Binatone),Kitchen,31097.49
P06551,iPhone 14 Pro,Electronics,854660.73
P08859,Bluetooth Speaker,Electronics,31351.26
P04678,Microwave Oven,Kitchen,97340.43
P02083,Nestle Milo 900g,Food & Beverage,9793.42
P08619,Nike Tracksuit,Apparel,56757.96
P09812,Puma Training Shoes,Footwear,42792.47
P07365,Adidas Running Shorts,Apparel,15661.78
P10174,Sunglasses (Ray-Ban),Fashion,56523.54
P05004,Canon DSLR Camera,Electronics,528086.49
P07430,Indomie Noodles (Carton),Food & Beverage,7095.45
P02956,Wireless Earbuds,Electronics,20827.74
P09184,Ribena Blackcurrant 1L,Food & Beverage,3526.88
P05302,HP Laptop 15,Electronics,496051.38
P07490,Nivea Body Lotion,Beauty,5088.0
P09717,Levi's 501 Jeans,Apparel,43624.45
P00804,Canon DSLR Camera,Electronics,556197.13
P09943,Black Opal Foundation,Beauty,15275.31
P02353,LG 43-inch TV,Electronics,248814.12
P08832,Jollof Rice Seasoning Pack,Food & Beverage,2792.72
P05761,Adidas Ultraboost,Footwear,71465.13
P09513,Timberland Boots,Footwear,101724.31
P06135,Protein Powder 2kg,Health,34107.74
P02751,iPhone 14 Pro,Electronics,843889.13
P07481,Golden Penny Semovita 5kg,Food & Beverage,3938.99
P01602,HP Laptop 15,Electronics,
P09992,Dove Shampoo 700ml,Beauty,6082.96
P04802,HP Laptop 15,Electronics,421847.25
P08706,Wireless Earbuds,Electronics,23453.09
P05012,Puma Training Shoes,Footwear,41408.74
P01350,Samsung Galaxy A54,Electronics,273737.11
P04838,First Aid Kit,Health,7538.44
P05690,Nivea Body Lotion,Beauty,4141.47
P01796,Dumbbells Set 20kg,Sports,34211.09
P03187,Blood Pressure Monitor,Health,48302.04
P01354,Canon DSLR Camera,Electronics,488164.17
P03760,Nike Air Max,Footwear,65109.09
P10130,Indomie Noodles (Carton),Food & Beverage,6964.48
P02575,Tefal Non-Stick Pan,Kitchen,28099.05
P06303,LG 43-inch TV,Electronics,306826.71
P08622,Men's Leather Wallet,Fashion,13865.74
P08745,Yoga Mat,Sports,8338.29
P10013,Timberland Boots,Footwear,107234.93
P06833,Nestle Milo 900g,Food & Beverage,7584.02
P00988,First Aid Kit,Health,9572.65
P10269,Nike Tracksuit,Apparel,58802.48
P03751,iPhone 14 Pro,Electronics,761441.19
P03694,Perfume (Hugo Boss),Beauty,72957.08
P01053,LG 43-inch TV,Electronics,313949.68
P10558,Smart Watch,Electronics,76563.29
P04347,Football (Adidas),Sports,18812.5
P05086,Multivitamin Tablets (60ct),Health,12879.62
P08997,Football (Adidas),Sports,15566.27
P06497,Football (Adidas),Sports,16406.41
P04001,iPhone 14 Pro,Electronics,927896.17
P01737,Blood Pressure Monitor,Health,44371.76
P05243,Black Opal Foundation,Beauty,15667.64
P05009,Bluetooth Speaker,Electronics,37241.01
P00579,Electric Kettle,Kitchen,12237.57
P07346,Dumbbells Set 20kg,Sports,39782.25
P10786,Multivitamin Tablets (60ct),Health,10747.95
P09807,Portable Power Bank 20000mAh,Electronics,
P00300,Samsung Galaxy A54,Electronics,366703.42
P03899,Children's Backpack,Accessories,8974.18
P05513,Timberland Boots,Footwear,98935.29
P03183,Nestle Milo 900g,Food & Beverage,7854.11
P04966,Polo Ralph Lauren T-Shirt,Apparel,35569.38
P10101,iPhone 14 Pro,Electronics,934591.72
P00245,Yoga Mat,Sports,7258.68
P03835,Protein Powder 2kg,Health,31147.7
P09614,Clarks Loafers,Footwear,52896.08
P04420,Ankara Fabric (5 yards),Fashion,13551.76
P00614,Clarks Loafers,Footwear,58863.79
P09348,Office Chair (Executive),Furniture,83014.17
P01782,Jollof Rice Seasoning Pack,Food & Beverage,2781.28
P02976,Blender (Binatone),Kitchen,28422.31
P00127,Pressure Cooker 5L,Kitchen,42807.28
P04037,Blood Pressure Monitor,Health,47929.22
P10264,Clarks Loafers,Footwear,52517.77
P06175,Tefal Non-Stick Pan,Kitchen,22359.12
P04103,LG 43-inch TV,Electronics,300577.43
P07287,Blood Pressure Monitor,Health,44146.92
P02058,Smart Watch,Electronics,79640.5
P05047,Football (Adidas),Sports,19351.88
P00020,Ankara Fabric (5 yards),Fashion,10385.47
P00524,Sunglasses (Ray-Ban),Fashion,51452.96
P09814,Clarks Loafers,Footwear,51832.79
P04326,Blender (Binatone),Kitchen,29403.26
P02375,Tefal Non-Stick Pan,Kitchen,27777.36
P04692,Dove Shampoo 700ml,Beauty,6779.32
P01319,Nike Tracksuit,Apparel,53859.31
P01977,Pressure Cooker 5L,Kitchen,38727.44
P10475,Tefal Non-Stick Pan,Kitchen,22331.49
P07294,Perfume (Hugo Boss),Beauty,64177.06
P10356,Wireless Earbuds,Electronics,21936.74
P01263,Timberland Boots,Footwear,96946.41
P06015,Adidas Running Shorts,Apparel,16313.49
P06429,Electric Kettle,Kitchen,13486.12
P03699,Children's Backpack,Accessories,8615.07
P10430,Indomie Noodles (Carton),Food & Beverage,6939.91
P03331,Golden Penny Semovita 5kg,Food & Beverage,4072.35
P01874,Sunglasses (Ray-Ban),Fashion,60972.73
P08244,Perfume (Hugo Boss),Beauty,84174.46
P04572,Men's Leather Wallet,Fashion,13901.02
P01194,Perfume (Hugo Boss),Beauty,74088.34
P05442,Dove Shampoo 700ml,Beauty,6200.86
P05278,Microwave Oven,Kitchen,82424.32
P07502,HP Laptop 15,Electronics,415326.34
P05141,Olay Regenerist Cream,Beauty,16359.02
P10776,Blender (Binatone),Kitchen,34074.69
P01713,Timberland Boots,Footwear,91281.91
P10120,Ankara Fabric (5 yards),Fashion,11630.97
P01493,Black Opal Foundation,Beauty,12055.42
P04336,Multivitamin Tablets (60ct),Health,12459.65
P03597,Football (Adidas),Sports,15653.5
P05560,Nike Air Max,Footwear,68079.04
P01727,Pressure Cooker 5L,Kitchen,33859.73
P05312,Puma Training Shoes,Footwear,51532.05
P02012,Puma Training Shoes,Footwear,44892.3
P07406,Wireless Earbuds,Electronics,23065.81
P02501,iPhone 14 Pro,Electronics,841681.93
P03180,Indomie Noodles (Carton),Food & Beverage,8220.06
P00325,Tefal Non-Stick Pan,Kitchen,26367.8
P06074,Sunglasses (Ray-Ban),Fashion,51294.65
P02508,Smart Watch,Electronics,80656.24
P08843,Black Opal Foundation,Beauty,15016.28
P06198,Office Chair (Executive),Furniture,91281.74
P10157,Portable Power Bank 20000mAh,Electronics,19161.86
P01753,LG 43-inch TV,Electronics,258656.75
P07625,Tefal Non-Stick Pan,Kitchen,24418.62
P00509,Bluetooth Speaker,Electronics,31059.83
P02943,Black Opal Foundation,Beauty,13287.8
P00983,Nestle Milo 900g,Food & Beverage,9004.82
P04846,Dumbbells Set 20kg,Sports,30756.85
P08103,LG 43-inch TV,Electronics,248611.6
P00377,Pressure Cooker 5L,Kitchen,43377.16
P05632,Jollof Rice Seasoning Pack,Food & Beverage,2179.15
P08749,Children's Backpack,Accessories,9176.98
P05065,Adidas Running Shorts,Apparel,16085.9
P08066,Polo Ralph Lauren T-Shirt,Apparel,28066.04
P08844,Perfume (Hugo Boss),Beauty,67070.73
P07231,Golden Penny Semovita 5kg,Food & Beverage,3859.61
P03568,Zara Casual Shirt,Apparel,25286.2
P05944,Perfume (Hugo Boss),Beauty,77257.84
P09148,Office Chair (Executive),Furniture,78801.75
P06536,Multivitamin Tablets (60ct),Health,12260.73
P10274,Sunglasses (Ray-Ban),Fashion,51426.22
P02948,Office Chair (Executive),Furniture,91106.19
P05936,Multivitamin Tablets (60ct),Health,11564.56
P09729,Electric Kettle,Kitchen,12070.12
P08436,Multivitamin Tablets (60ct),Health,11079.43
P04597,Football (Adidas),Sports,17043.51
P08236,Multivitamin Tablets (60ct),Health,11278.47
P04019,Nike Tracksuit,Apparel,54009.12
P09096,Dumbbells Set 20kg,Sports,36277.19
P00730,Indomie Noodles (Carton),Food & Beverage,7082.52
P09088,First Aid Kit,Health,7697.7
P00429,Electric Kettle,Kitchen,12755.77
P00266,Polo Ralph Lauren T-Shirt,Apparel,34334.09
P01181,Golden Penny Semovita 5kg,Food & Beverage,4147.52
P04996,Dumbbells Set 20kg,Sports,35009.59
P07508,Smart Watch,Electronics,85353.47
P10497,Football (Adidas),Sports,15838.27
P06120,Ankara Fabric (5 yards),Fashion,13662.12
P06843,Black Opal Foundation,Beauty,16063.04
P04650,Samsung Galaxy A54,Electronics,313277.45
P08242,Dove Shampoo 700ml,Beauty,5981.68
P03089,Glucometer Kit,Health,30998.09
P00421,Women's Handbag,Fashion,25586.14
P10771,Women's Handbag,Fashion,26180.42
P05827,Pressure Cooker 5L,Kitchen,32386.9
P09973,Wristwatch (Casio),Fashion,45189.27
P02047,Football (Adidas),Sports,15720.05
P05300,Samsung Galaxy A54,Electronics,305128.22
P03729,Electric Kettle,Kitchen,11377.96
P06677,Pressure Cooker 5L,Kitchen,36782.18
P01916,Polo Ralph Lauren T-Shirt,Apparel,28245.91
P07863,Timberland Boots,Footwear,106694.93
P00886,Multivitamin Tablets (60ct),Health,11628.94
P10434,Ribena Blackcurrant 1L,Food & Beverage,3596.62
P07309,Bluetooth Speaker,Electronics,37614.74
P04550,Samsung Galaxy A54,Electronics,300395.27
P05007,Portable Power Bank 20000mAh,Electronics,18249.94
P08120,Ankara Fabric (5 yards),Fashion,13770.77
P04405,USB-C Hub 7-in-1,Electronics,13092.45
P07599,Children's Backpack,Accessories,9733.04
P05328,Microwave Oven,Kitchen,94867.69
P05861,Adidas Ultraboost,Footwear,84360.34
P09582,Jollof Rice Seasoning Pack,Food & Beverage,2591.82
P07186,Multivitamin Tablets (60ct),Health,12111.77
P04477,Pressure Cooker 5L,Kitchen,36260.78
P09168,Zara Casual Shirt,Apparel,24216.18
P08489,Glucometer Kit,Health,25387.98
P02258,Smart Watch,Electronics,69021.82
P00244,Perfume (Hugo Boss),Beauty,78259.06
P07288,First Aid Kit,Health,7604.73
P03865,Adidas Running Shorts,Apparel,16414.85
P10165,Adidas Running Shorts,Apparel,17303.05
P09901,iPhone 14 Pro,Electronics,910407.8
P10143,Black Opal Foundation,Beauty,15397.17
P00314,Clarks Loafers,Footwear,52216.75
P06840,Nivea Body Lotion,Beauty,4144.17
P06605,USB-C Hub 7-in-1,Electronics,15667.67
P09807,Portable Power Bank 20000mAh,Electronics,18687.96
P09594,Perfume (Hugo Boss),Beauty,80036.66
P03773,Wristwatch (Casio),Fashion,35336.39
P00589,Glucometer Kit,Health,29916.15
P01821,Women's Handbag,Fashion,27878.25
P00073,Wristwatch (Casio),Fashion,37721.92
P02425,Tefal Non-Stick Pan,Kitchen,27343.57
P06076,Blender (Binatone),Kitchen,28488.84
P02107,Portable Power Bank 20000mAh,Electronics,15893.87
P07683,Nestle Milo 900g,Food & Beverage,7825.33
P04266,Polo Ralph Lauren T-Shirt,Apparel,27444.47
P09092,Dove Shampoo 700ml,Beauty,6126.31
P09173,Wristwatch (Casio),Fashion,35321.46
P08158,Smart Watch,Electronics,73366.58
P02653,LG 43-inch TV,Electronics,240179.0
P01976,Blender (Binatone),Kitchen,35739.63
P00575,Tefal Non-Stick Pan,Kitchen,26809.34
P00086,Multivitamin Tablets (60ct),Health,10242.44
P03341,Olay Regenerist Cream,Beauty,18012.4
P08725,Tefal Non-Stick Pan,Kitchen,21459.92
P05052,HP Laptop 15,Electronics,489657.67
P07054,Canon DSLR Camera,Electronics,561635.16
P10769,Nike Tracksuit,Apparel,63390.43
P08456,Wireless Earbuds,Electronics,
P03127,Pressure Cooker 5L,Kitchen,41998.53
P10206,Wireless Earbuds,Electronics,19902.69
P02780,Indomie Noodles (Carton),Food & Beverage,6625.81
P07528,Microwave Oven,Kitchen,83968.97
P00636,Multivitamin Tablets (60ct),Health,10710.61
P03189,Glucometer Kit,Health,30351.48
P02634,Ribena Blackcurrant 1L,Food & Beverage,2856.27
P06073,Wristwatch (Casio),Fashion,43964.99
P04012,Puma Training Shoes,Footwear,44212.01
P03428,Microwave Oven,Kitchen,94523.29
P07044,Perfume (Hugo Boss),Beauty,72476.65
P08978,Microwave Oven,Kitchen,98061.7
P06455,USB-C Hub 7-in-1,Electronics,14163.9
P01628,Microwave Oven,Kitchen,105529.58
P10650,Samsung Galaxy A54,Electronics,300874.45
P04528,Microwave Oven,Kitchen,100352.33
P02089,Glucometer Kit,Health,25445.02
P00122,Men's Leather Wallet,Fashion,13759.41
P06808,Smart Watch,Electronics,83158.34
P00940,Nivea Body Lotion,Beauty,5014.7
P02132,Jollof Rice Seasoning Pack,Food & Beverage,2616.33
P04876,Blender (Binatone),Kitchen,28395.81
P08611,Adidas Ultraboost,Footwear,89191.76
P04800,Samsung Galaxy A54,Electronics,283252.23
P07990,Nivea Body Lotion,Beauty,4325.81
P01604,Canon DSLR Camera,Electronics,630312.92
P02497,Football (Adidas),Sports,18159.8
P06888,First Aid Kit,Health,7547.05
P04201,iPhone 14 Pro,Electronics,857455.07
P09161,Adidas Ultraboost,Footwear,68150.43
P01879,Electric Kettle,Kitchen,10700.58
P02123,Wristwatch (Casio),Fashion,34993.9
P03244,Perfume (Hugo Boss),Beauty,76933.42
P01873,Wristwatch (Casio),Fashion,44519.46
P03274,Sunglasses (Ray-Ban),Fashion,54790.52
P02196,Dumbbells Set 20kg,Sports,34365.78
P04882,Jollof Rice Seasoning Pack,Food & Beverage,2813.22
P08556,Wireless Earbuds,Electronics,23021.9
P04116,Polo Ralph Lauren T-Shirt,Apparel,34283.45
P02075,Tefal Non-Stick Pan,Kitchen,26140.69
P01940,Nivea Body Lotion,Beauty,4187.0
P01312,Puma Training Shoes,Footwear,53587.6
P05747,Football (Adidas),Sports,20470.51
P07538,First Aid Kit,Health,8263.82
P02477,Pressure Cooker 5L,Kitchen,38472.62
P08291,Olay Regenerist Cream,Beauty,20827.54
P00196,Dumbbells Set 20kg,Sports,32053.01
P06989,Glucometer Kit,Health,28691.03
P04164,Clarks Loafers,Footwear,55489.01
P03125,Tefal Non-Stick Pan,Kitchen,22339.16
P02681,Golden Penny Semovita 5kg,Food & Beverage,4381.25
P06412,Puma Training Shoes,Footwear,48314.03
P02692,Dove Shampoo 700ml,Beauty,6513.87
P05127,Pressure Cooker 5L,Kitchen,42368.1
P07221,Women's Handbag,Fashion,23822.95
P03347,Football (Adidas),Sports,17202.84
P07713,Timberland Boots,Footwear,83380.55
P07017,Levi's 501 Jeans,Apparel,38758.37
P03633,Nestle Milo 900g,Food & Beverage,9555.99
P10191,Olay Regenerist Cream,Beauty,20865.58
P03109,Bluetooth Speaker,Electronics,37281.31
P01272,Men's Leather Wallet,Fashion,16474.09
P08627,Pressure Cooker 5L,Kitchen,36767.46
P06002,HP Laptop 15,Electronics,502677.67
P05441,Olay Regenerist Cream,Beauty,17598.29
P07241,Olay Regenerist Cream,Beauty,17757.65
P01785,Protein Powder 2kg,Health,36365.29
P06392,Dove Shampoo 700ml,Beauty,6689.65
P02805,USB-C Hub 7-in-1,Electronics,15773.49
P08967,Levi's 501 Jeans,Apparel,41795.85
P08898,Office Chair (Executive),Furniture,88694.32
P09329,Electric Kettle,Kitchen,13947.95
P09151,iPhone 14 Pro,Electronics,784787.3
P09771,Women's Handbag,Fashion,27941.27
P10062,Puma Training Shoes,Footwear,49160.37
P06384,Ribena Blackcurrant 1L,Food & Beverage,2726.25
P07023,Wristwatch (Casio),Fashion,39587.22
P06796,Dumbbells Set 20kg,Sports,39569.33
P07329,Electric Kettle,Kitchen,13049.69
P02066,Polo Ralph Lauren T-Shirt,Apparel,33284.19
P04190,Nivea Body Lotion,Beauty,4780.94
P04595,Yoga Mat,Sports,8764.2
P06863,Timberland Boots,Footwear,108198.22
P00048,Office Chair (Executive),Furniture,89796.94
P04661,Adidas Ultraboost,Footwear,86840.08
P04402,HP Laptop 15,Electronics,408256.04
P10280,Indomie Noodles (Carton),Food & Beverage,8413.0
P07572,Men's Leather Wallet,Fashion,15900.88
P01948,Office Chair (Executive),Furniture,84566.41
P01065,Adidas Running Shorts,Apparel,16377.43
P05420,Ankara Fabric (5 yards),Fashion,11125.53
P06161,Adidas Ultraboost,Footwear,79755.66
P04102,HP Laptop 15,Electronics,456198.78
P10742,Dove Shampoo 700ml,Beauty,6925.99
P10291,Olay Regenerist Cream,Beauty,17950.23
P07762,Puma Training Shoes,Footwear,54960.98
P01682,Jollof Rice Seasoning Pack,Food & Beverage,2156.45
P02930,Indomie Noodles (Carton),Food & Beverage,7530.38
P09165,Adidas Running Shorts,Apparel,18374.27
P05589,Glucometer Kit,Health,29921.49
P06472,Men's Leather Wallet,Fashion,13820.88
P09172,Men's Leather Wallet,Fashion,14406.03
P10510,Nike Air Max,Footwear,56343.77
P07415,Adidas Running Shorts,Apparel,15949.31
P07576,Blender (Binatone),Kitchen,27601.58
P02401,iPhone 14 Pro,Electronics,731581.84
P02510,Nike Air Max,Footwear,69759.01
P09906,Wireless Earbuds,Electronics,21445.56
P04250,Samsung Galaxy A54,Electronics,314637.37
P05835,Protein Powder 2kg,Health,31364.27
P02761,Adidas Ultraboost,Footwear,81337.48
P06033,Nestle Milo 900g,Food & Beverage,9386.74
P08668,Zara Casual Shirt,Apparel,30910.68
P08763,Timberland Boots,Footwear,104655.0
P06609,Bluetooth Speaker,Electronics,36152.16
P00581,Golden Penny Semovita 5kg,Food & Beverage,4063.12
P03046,Dumbbells Set 20kg,Sports,30159.4
P07850,Samsung Galaxy A54,Electronics,297141.21
P00430,Indomie Noodles (Carton),Food & Beverage,8597.57
P09265,Adidas Running Shorts,Apparel,20023.06
P09907,Portable Power Bank 20000mAh,Electronics,20528.49
P07709,Bluetooth Speaker,Electronics,30041.36
P09985,Protein Powder 2kg,Health,32976.68
P09884,Ribena Blackcurrant 1L,Food & Beverage,2737.36
P05500,Samsung Galaxy A54,Electronics,316494.2
P05469,Nike Tracksuit,Apparel,68575.22
P08164,Clarks Loafers,Footwear,54019.72
P00531,Golden Penny Semovita 5kg,Food & Beverage,3695.02
P05013,Timberland Boots,Footwear,108761.4
P03909,Bluetooth Speaker,Electronics,30993.62
P08200,Samsung Galaxy A54,Electronics,365830.8
P10744,Perfume (Hugo Boss),Beauty,69247.17
P06351,iPhone 14 Pro,Electronics,833207.12
P01853,LG 43-inch TV,Electronics,272725.2
P07890,Nivea Body Lotion,Beauty,4167.62
P03253,LG 43-inch TV,Electronics,
P04710,Nike Air Max,Footwear,74552.41
P01276,Blender (Binatone),Kitchen,35392.85
P00455,USB-C Hub 7-in-1,Electronics,17085.15
P02959,Bluetooth Speaker,Electronics,35885.95
P04601,iPhone 14 Pro,Electronics,878997.9
P06264,Clarks Loafers,Footwear,63173.5
P06785,Protein Powder 2kg,Health,36103.25
P02335,Protein Powder 2kg,Health,31638.69
P03364,Clarks Loafers,Footwear,48216.35
P08988,First Aid Kit,Health,7694.54
P10525,Tefal Non-Stick Pan,Kitchen,24818.47
P04451,iPhone 14 Pro,Electronics,782378.72
P03143,Black Opal Foundation,Beauty,15977.28
P09911,Adidas Ultraboost,Footwear,74971.06
P09708,Smart Watch,Electronics,71743.76
P09460,Nike Air Max,Footwear,70741.37
P01387,Blood Pressure Monitor,Health,39281.1
P06769,Nike Tracksuit,Apparel,64246.34
P08488,First Aid Kit,Health,7240.6
P08819,Nike Tracksuit,Apparel,69740.39
P06893,Black Opal Foundation,Beauty,14521.09
P10551,iPhone 14 Pro,Electronics,787240.88
P04777,Pressure Cooker 5L,Kitchen,42865.75
P02480,Indomie Noodles (Carton),Food & Beverage,7146.64
P04196,Dumbbells Set 20kg,Sports,33041.33
P04740,Nivea Body Lotion,Beauty,4634.76
P05884,Ribena Blackcurrant 1L,Food & Beverage,3591.68
P08294,Perfume (Hugo Boss),Beauty,69781.11
P08734,Ribena Blackcurrant 1L,Food & Beverage,3484.22
P09750,Samsung Galaxy A54,Electronics,286885.04
P01029,Electric Kettle,Kitchen,12456.37
P08121,Women's Handbag,Fashion,28026.03
P09210,Nike Air Max,Footwear,60809.23
P06704,Canon DSLR Camera,Electronics,547244.97
P03481,Golden Penny Semovita 5kg,Food & Beverage,3650.36
P06250,Samsung Galaxy A54,Electronics,341490.3
P07372,Men's Leather Wallet,Fashion,13714.54
P02860,Nike Air Max,Footwear,62856.23
P09194,Perfume (Hugo Boss),Beauty,84947.15
P03097,Football (Adidas),Sports,20467.29
P10647,Football (Adidas),Sports,18646.44
P03938,First Aid Kit,Health,7441.78
P07058,Smart Watch,Electronics,78215.51
P06285,Protein Powder 2kg,Health,32853.25
P03920,Ankara Fabric (5 yards),Fashion,13473.07
P08546,Dumbbells Set 20kg,Sports,32842.73
P05259,Bluetooth Speaker,Electronics,32728.82
P01317,Levi's 501 Jeans,Apparel,48474.15
P07300,Samsung Galaxy A54,Electronics,332176.41
P04313,Timberland Boots,Footwear,84673.68
P05895,Yoga Mat,Sports,
P07921,Women's Handbag,Fashion,25581.57
P06639,Glucometer Kit,Health,28352.6
P09051,iPhone 14 Pro,Electronics,818373.69
P06048,Office Chair (Executive),Furniture,94523.41
P04372,Men's Leather Wallet,Fashion,12857.16
P03424,Sunglasses (Ray-Ban),Fashion,49148.72
P03114,Clarks Loafers,Footwear,58795.5
P10516,Polo Ralph Lauren T-Shirt,Apparel,30952.87
P00543,Black Opal Foundation,Beauty,15284.66
P01332,Jollof Rice Seasoning Pack,Food & Beverage,2484.08
P09488,First Aid Kit,Health,7679.42
P09389,Glucometer Kit,Health,31445.98
P06329,Electric Kettle,Kitchen,11539.86
P02609,Bluetooth Speaker,Electronics,35392.09
P02517,Levi's 501 Jeans,Apparel,43592.62
P08309,Bluetooth Speaker,Electronics,37096.18
P01049,Children's Backpack,Accessories,8783.88
P03115,Adidas Running Shorts,Apparel,16925.98
P06723,Wristwatch (Casio),Fashion,39875.59
P02040,Nivea Body Lotion,Beauty,4137.97
P08755,USB-C Hub 7-in-1,Electronics,16826.75
P07905,USB-C Hub 7-in-1,Electronics,13822.2
P00721,Women's Handbag,Fashion,27145.78
P04305,USB-C Hub 7-in-1,Electronics,12859.01
P07774,Sunglasses (Ray-Ban),Fashion,47268.69
P02819,Nike Tracksuit,Apparel,57589.11
P04603,LG 43-inch TV,Electronics,295441.2
P07799,Children's Backpack,Accessories,8662.9
P06453,LG 43-inch TV,Electronics,316728.3
P01358,Smart Watch,Electronics,66404.83
P08678,Microwave Oven,Kitchen,101807.05
P09545,Yoga Mat,Sports,9463.0
P04033,Nestle Milo 900g,Food & Beverage,7721.79
P04699,Children's Backpack,Accessories,8685.25
P03840,Nivea Body Lotion,Beauty,5104.81
P00494,Perfume (Hugo Boss),Beauty,80528.42
P05466,Polo Ralph Lauren T-Shirt,Apparel,36077.25
P00565,Adidas Running Shorts,Apparel,20174.43
P07975,Tefal Non-Stick Pan,Kitchen,23342.11
P06919,Nike Tracksuit,Apparel,53308.1
P01298,Office Chair (Executive),Furniture,78405.66
P10627,Pressure Cooker 5L,Kitchen,38638.43
P06021,Women's Handbag,Fashion,27160.69
P08100,Samsung Galaxy A54,Electronics,320556.57
P02749,Children's Backpack,Accessories,9438.15
P02185,Protein Powder 2kg,Health,33010.11
P09626,Blender (Binatone),Kitchen,30938.85
P06511,Adidas Ultraboost,Footwear,77802.86
P08885,Protein Powder 2kg,Health,38214.29
P06300,Samsung Galaxy A54,Electronics,290276.07
P00203,LG 43-inch TV,Electronics,249221.79
P05804,Canon DSLR Camera,Electronics,512917.56
P02001,iPhone 14 Pro,Electronics,746431.2
P00481,Golden Penny Semovita 5kg,Food & Beverage,4199.3
P01842,Dove Shampoo 700ml,Beauty,5388.04
P06465,Adidas Running Shorts,Apparel,20155.22
P07463,Timberland Boots,Footwear,83956.05
P06057,Portable Power Bank 20000mAh,Electronics,19772.32
P05212,Puma Training Shoes,Footwear,49345.62
P01095,Yoga Mat,Sports,7361.52
P08150,Samsung Galaxy A54,Electronics,307692.94
P06954,Canon DSLR Camera,Electronics,521447.53
P02435,Protein Powder 2kg,Health,37326.74
P03679,Electric Kettle,Kitchen,11481.39
P04570,Ankara Fabric (5 yards),Fashion,11999.98
P06388,First Aid Kit,Health,9482.35
P10041,Olay Regenerist Cream,Beauty,16028.8
P10495,Yoga Mat,Sports,8942.29
P05820,Ankara Fabric (5 yards),Fashion,13368.6
P07988,First Aid Kit,Health,9532.72
P06926,Blender (Binatone),Kitchen,33513.71
P03813,Timberland Boots,Footwear,91820.88
P09386,Multivitamin Tablets (60ct),Health,10958.19
P02793,Black Opal Foundation,Beauty,14785.23
P08010,Nike Air Max,Footwear,63433.96
P05370,Ankara Fabric (5 yards),Fashion,13523.12
P00714,Clarks Loafers,Footwear,62558.61
P04580,Indomie Noodles (Carton),Food & Beverage,8510.53
P04907,Portable Power Bank 20000mAh,Electronics,17877.85
P03838,First Aid Kit,Health,9042.1
P04969,Nike Tracksuit,Apparel,67265.67
P00876,Blender (Binatone),Kitchen,27359.24
P08730,Indomie Noodles (Carton),Food & Beverage,7253.41
P09559,Bluetooth Speaker,Electronics,31238.48
P01473,Wristwatch (Casio),Fashion,42191.18
P03375,Tefal Non-Stick Pan,Kitchen,26046.06
P00501,iPhone 14 Pro,Electronics,
P02921,Women's Handbag,Fashion,28326.0
P00355,USB-C Hub 7-in-1,Electronics,12817.24
P05602,HP Laptop 15,Electronics,414618.08
P07162,Puma Training Shoes,Footwear,42676.8
P01624,Sunglasses (Ray-Ban),Fashion,59380.91
P07690,Nivea Body Lotion,Beauty,4639.93
P09711,Adidas Ultraboost,Footwear,86013.36
P08161,Adidas Ultraboost,Footwear,74787.82
P07063,Timberland Boots,Footwear,99674.24
P08701,iPhone 14 Pro,Electronics,819467.9
P04245,Yoga Mat,Sports,9203.28
P01060,Nike Air Max,Footwear,70935.41
P01660,Nike Air Max,Footwear,65182.79
P07056,Wireless Earbuds,Electronics,19317.56
P03018,Zara Casual Shirt,Apparel,28073.38
P01805,USB-C Hub 7-in-1,Electronics,16638.04
P03027,Pressure Cooker 5L,Kitchen,33044.48
P02764,Clarks Loafers,Footwear,59216.46
P00362,Puma Training Shoes,Footwear,47349.23
P07397,Football (Adidas),Sports,20164.5
P07462,Puma Training Shoes,Footwear,49166.04
P00956,Wireless Earbuds,Electronics,
P08650,Samsung Galaxy A54,Electronics,277802.68
P06203,LG 43-inch TV,Electronics,311485.64
P03814,Clarks Loafers,Footwear,50993.98
P10452,HP Laptop 15,Electronics,387204.78
P09598,Office Chair (Executive),Furniture,73362.04
P00381,Golden Penny Semovita 5kg,Food & Beverage,4085.38
P02442,Dove Shampoo 700ml,Beauty,7120.55
P05709,Bluetooth Speaker,Electronics,38251.96
P03486,Multivitamin Tablets (60ct),Health,13427.5
P05743,Black Opal Foundation,Beauty,13879.81
P02555,USB-C Hub 7-in-1,Electronics,13599.94
P03113,Timberland Boots,Footwear,87894.12
P09327,Pressure Cooker 5L,Kitchen,38941.26
P03817,Levi's 501 Jeans,Apparel,44078.44
P00863,Timberland Boots,Footwear,93644.31
P07312,Puma Training Shoes,Footwear,51863.13
P07013,Timberland Boots,Footwear,101532.29
P05296,Dumbbells Set 20kg,Sports,39153.69
P08318,Zara Casual Shirt,Apparel,29565.64
P10265,Adidas Running Shorts,Apparel,16614.09
P08981,Golden Penny Semovita 5kg,Food & Beverage,4275.87
P02064,Clarks Loafers,Footwear,50279.34
P06890,Nivea Body Lotion,Beauty,5011.2
P07986,Multivitamin Tablets (60ct),Health,11167.22
P10176,Blender (Binatone),Kitchen,27885.99
P07047,Football (Adidas),Sports,19588.94
P07515,Adidas Running Shorts,Apparel,17653.9
P10042,Dove Shampoo 700ml,Beauty,6974.2
P09539,Glucometer Kit,Health,25961.98
P04951,iPhone 14 Pro,Electronics,902811.66
P06522,Men's Leather Wallet,Fashion,16279.78
